Lane,Date,Time,Scheduled,Slam,90th percentile_Schedule,90th percentile_Slam,50th percentile_Schedule,50th percentile_Slam
OAK4->ONT5,2018-09-19,01:00 PDT,3513.63801,3496.9195,,,,
OAK4->ONT5,2018-09-19,02:00 PDT,859.416435,361.926676,,,,
OAK4->ONT5,2018-09-19,03:00 PDT,948.637345,480.405282,,,,
OAK4->ONT5,2018-09-19,04:00 PDT,1057.5931,607.780397,,,,
OAK4->ONT5,2018-09-19,05:00 PDT,1077.26093,612.46134,,,,
OAK4->ONT5,2018-09-19,06:00 PDT,1096.21146,612.46134,,,,
OAK4->ONT5,2018-09-19,07:00 PDT,1197.59364,682.980565,,,,
OAK4->ONT5,2018-09-19,08:00 PDT,1448.17304,955.61777,,,,
OAK4->ONT5,2018-09-19,09:00 PDT,1667.67372,1107.93204,,,,
OAK4->ONT5,2018-09-19,10:00 PDT,1975.98903,1386.13179,,,,
OAK4->ONT5,2018-09-19,11:00 PDT,2163.51023,1564.36603,,,,
OAK4->ONT5,2018-09-19,12:00 PDT,2304.9749,1600.37886,,,,
OAK4->ONT5,2018-09-19,13:00 PDT,2447.1776,1740.64925,,,,
OAK4->ONT5,2018-09-19,14:00 PDT,2600.10279,1975.81119,,,,
OAK4->ONT5,2018-09-19,15:00 PDT,2738.25494,2157.56545,,,,
OAK4->ONT5,2018-09-19,16:00 PDT,2898.93113,2348.17571,,,,
OAK4->ONT5,2018-09-19,17:00 PDT,3043.94663,2601.05288,,,,
OAK4->ONT5,2018-09-19,18:00 PDT,3185.38151,2745.65497,,,,
OAK4->ONT5,2018-09-19,19:00 PDT,3330.08791,3059.86993,,,,
OAK4->ONT5,2018-09-19,20:00 PDT,3465.38474,3289.11233,,,,
OAK4->ONT5,2018-09-19,21:00 PDT,3487.85025,3441.61331,,,,
OAK4->ONT5,2018-09-19,22:00 PDT,3683.15652,3666.72942,,,,
OAK4->ONT5,2018-09-19,23:00 PDT,3713.14637,3700.03385,,,,
OAK4->ONT5,2018-09-20,00:00 PDT,3791.58066,3780.62759,,,,
OAK4->ONT5,2018-09-20,01:00 PDT,3791.33893,3780.38585,,,,
OAK4->ONT5,2018-09-20,02:00 PDT,509.845638,95.999893,,,,
OAK4->ONT5,2018-09-20,03:00 PDT,545.481821,126.035736,,,,
OAK4->ONT5,2018-09-20,04:00 PDT,574.197574,158.163199,,,,
OAK4->ONT5,2018-09-20,05:00 PDT,573.945462,158.163199,,,,
OAK4->ONT5,2018-09-20,06:00 PDT,594.126442,158.163199,,,,
OAK4->ONT5,2018-09-20,07:00 PDT,651.563047,183.688082,,,,
OAK4->ONT5,2018-09-20,08:00 PDT,739.024466,284.064522,,,,
OAK4->ONT5,2018-09-20,09:00 PDT,877.463731,410.64151,,,,
OAK4->ONT5,2018-09-20,10:00 PDT,1061.85424,567.325928,,,,
OAK4->ONT5,2018-09-20,11:00 PDT,1221.23596,735.455372,,,,
OAK4->ONT5,2018-09-20,12:00 PDT,1339.08999,777.921405,,,,
OAK4->ONT5,2018-09-20,13:00 PDT,1441.5536,910.553993,,,,
OAK4->ONT5,2018-09-20,14:00 PDT,1560.67128,1096.74092,,,,
OAK4->ONT5,2018-09-20,15:00 PDT,1709.71334,1261.18014,,,,
OAK4->ONT5,2018-09-20,16:00 PDT,1814.9958,1375.75625,,,,
OAK4->ONT5,2018-09-20,17:00 PDT,2005.58359,1618.83347,,,,
OAK4->ONT5,2018-09-20,18:00 PDT,2157.82978,1692.66191,,,,
OAK4->ONT5,2018-09-20,19:00 PDT,2263.29296,1959.76124,,,,
OAK4->ONT5,2018-09-20,20:00 PDT,2315.69267,2146.71487,,,,
OAK4->ONT5,2018-09-20,21:00 PDT,2317.33024,2259.98673,,,,
OAK4->ONT5,2018-09-20,22:00 PDT,2457.5346,2434.00646,,,,
OAK4->ONT5,2018-09-20,23:00 PDT,2506.52564,2489.30445,,,,
OAK4->ONT5,2018-09-21,00:00 PDT,2574.96635,2566.11682,,,,
OAK4->ONT5,2018-09-21,01:00 PDT,2574.81626,2565.96672,,,,
OAK4->ONT5,2018-09-21,02:00 PDT,319.516201,113.7177,,,,
OAK4->ONT5,2018-09-21,03:00 PDT,355.60117,162.065641,,,,
OAK4->ONT5,2018-09-21,04:00 PDT,394.535568,188.679296,,,,
OAK4->ONT5,2018-09-21,05:00 PDT,405.9238,190.965261,,,,
OAK4->ONT5,2018-09-21,06:00 PDT,441.982576,190.965261,,,,
OAK4->ONT5,2018-09-21,07:00 PDT,512.602961,210.242739,,,,
OAK4->ONT5,2018-09-21,08:00 PDT,590.099458,264.26122,,,,
OAK4->ONT5,2018-09-21,09:00 PDT,703.392662,359.923931,,,,
OAK4->ONT5,2018-09-21,10:00 PDT,892.934758,469.638398,,,,
OAK4->ONT5,2018-09-21,11:00 PDT,1123.35035,611.704228,,,,
OAK4->ONT5,2018-09-21,12:00 PDT,1209.01032,664.838366,,,,
OAK4->ONT5,2018-09-21,13:00 PDT,1282.88563,760.24575,,,,
OAK4->ONT5,2018-09-21,14:00 PDT,1383.49884,969.856183,,,,
OAK4->ONT5,2018-09-21,15:00 PDT,1489.37349,1077.08452,,,,
OAK4->ONT5,2018-09-21,16:00 PDT,1574.01001,1166.3216,,,,
OAK4->ONT5,2018-09-21,17:00 PDT,1670.84411,1271.39398,,,,
OAK4->ONT5,2018-09-21,18:00 PDT,1756.98008,1321.76188,,,,
OAK4->ONT5,2018-09-21,19:00 PDT,1913.77712,1609.96437,,,,
OAK4->ONT5,2018-09-21,20:00 PDT,1960.89373,1837.04177,,,,
OAK4->ONT5,2018-09-21,21:00 PDT,1952.37676,1915.60375,,,,
OAK4->ONT5,2018-09-21,22:00 PDT,2043.35395,2030.59253,,,,
OAK4->ONT5,2018-09-21,23:00 PDT,2061.05932,2049.87953,,,,
OAK4->ONT5,2018-09-22,00:00 PDT,2083.05634,2075.79727,,,,
OAK4->ONT5,2018-09-22,01:00 PDT,2083.05634,2075.79727,,,,
OAK4->ONT5,2018-09-22,02:00 PDT,1198.10216,249.57481,,,,
OAK4->ONT5,2018-09-22,03:00 PDT,1208.05995,336.349574,,,,
OAK4->ONT5,2018-09-22,04:00 PDT,1217.03171,433.034341,,,,
OAK4->ONT5,2018-09-22,05:00 PDT,1245.07502,434.2279,,,,
OAK4->ONT5,2018-09-22,06:00 PDT,1259.2257,434.2279,,,,
OAK4->ONT5,2018-09-22,07:00 PDT,1346.77428,537.660507,,,,
OAK4->ONT5,2018-09-22,08:00 PDT,1598.5279,792.747498,,,,
OAK4->ONT5,2018-09-22,09:00 PDT,1811.57591,1030.7104,,,,
OAK4->ONT5,2018-09-22,10:00 PDT,1975.85474,1218.41154,,,,
OAK4->ONT5,2018-09-22,11:00 PDT,2177.27057,1447.36737,,,,
OAK4->ONT5,2018-09-22,12:00 PDT,2264.67163,1540.05651,,,,
OAK4->ONT5,2018-09-22,13:00 PDT,2414.87544,1720.50633,,,,
OAK4->ONT5,2018-09-22,14:00 PDT,2528.92096,1906.12519,,,,
OAK4->ONT5,2018-09-22,15:00 PDT,2668.12107,2019.34219,,,,
OAK4->ONT5,2018-09-22,16:00 PDT,2844.83992,2160.89471,,,,
OAK4->ONT5,2018-09-22,17:00 PDT,2929.22513,2338.40474,,,,
OAK4->ONT5,2018-09-22,18:00 PDT,3002.91502,2439.61534,,,,
OAK4->ONT5,2018-09-22,19:00 PDT,3097.95904,2640.55217,,,,
OAK4->ONT5,2018-09-22,20:00 PDT,3150.79698,2909.78293,,,,
OAK4->ONT5,2018-09-22,21:00 PDT,3171.78666,3059.7472,,,,
OAK4->ONT5,2018-09-22,22:00 PDT,3180.23843,3142.77541,,,,
OAK4->ONT5,2018-09-22,23:00 PDT,3178.04833,3159.58035,,,,
OAK4->ONT5,2018-09-23,00:00 PDT,3174.51966,3168.45037,,,,
OAK4->ONT5,2018-09-23,01:00 PDT,3174.51966,3168.45037,,,,
OAK4->ONT5,2018-09-23,02:00 PDT,965.841389,90.888903,,,,
OAK4->ONT5,2018-09-23,03:00 PDT,1009.01952,103.427853,,,,
OAK4->ONT5,2018-09-23,04:00 PDT,1017.77403,122.235444,,,,
OAK4->ONT5,2018-09-23,05:00 PDT,1047.09852,122.235444,,,,
OAK4->ONT5,2018-09-23,06:00 PDT,1061.53914,122.235444,,,,
OAK4->ONT5,2018-09-23,07:00 PDT,1088.41536,122.235444,,,,
OAK4->ONT5,2018-09-23,08:00 PDT,1134.69383,122.235444,,,,
OAK4->ONT5,2018-09-23,09:00 PDT,1267.67892,168.226862,,,,
OAK4->ONT5,2018-09-23,10:00 PDT,1421.54713,230.518183,,,,
OAK4->ONT5,2018-09-23,11:00 PDT,1518.80907,250.669261,,,,
OAK4->ONT5,2018-09-23,12:00 PDT,1609.90707,253.902413,,,,
OAK4->ONT5,2018-09-23,13:00 PDT,1729.66827,269.835566,,,,
OAK4->ONT5,2018-09-23,14:00 PDT,1864.88529,347.77645,,,,
OAK4->ONT5,2018-09-23,15:00 PDT,2025.12477,450.71882,,,,
OAK4->ONT5,2018-09-23,16:00 PDT,2193.83423,496.704047,,,,
OAK4->ONT5,2018-09-23,17:00 PDT,2375.58004,534.329334,,,,
OAK4->ONT5,2018-09-23,18:00 PDT,2511.31461,556.629096,,,,
OAK4->ONT5,2018-09-23,19:00 PDT,2677.42256,643.538005,,,,
OAK4->ONT5,2018-09-23,20:00 PDT,2787.91275,961.726226,,,,
OAK4->ONT5,2018-09-23,21:00 PDT,2783.0288,1421.26526,,,,
OAK4->ONT5,2018-09-23,22:00 PDT,2766.53918,2043.62951,,,,
OAK4->ONT5,2018-09-23,23:00 PDT,2721.22808,2226.88002,,,,
OAK4->ONT5,2018-09-24,00:00 PDT,2706.51842,2532.75675,,,,
OAK4->ONT5,2018-09-24,01:00 PDT,2660.03704,2532.75675,,,,
OAK4->ONT5,2018-09-24,02:00 PDT,802.76651,49.482011,,,,
OAK4->ONT5,2018-09-24,03:00 PDT,809.433473,53.494937,,,,
OAK4->ONT5,2018-09-24,04:00 PDT,816.808018,53.985375,,,,
OAK4->ONT5,2018-09-24,05:00 PDT,821.933454,54.106721,,,,
OAK4->ONT5,2018-09-24,06:00 PDT,839.263001,54.106721,,,,
OAK4->ONT5,2018-09-24,07:00 PDT,872.253166,55.626459,,,,
OAK4->ONT5,2018-09-24,08:00 PDT,930.41346,56.240081,,,,
OAK4->ONT5,2018-09-24,09:00 PDT,1026.15735,66.463717,,,,
OAK4->ONT5,2018-09-24,10:00 PDT,1119.53712,67.535143,,,,
OAK4->ONT5,2018-09-24,11:00 PDT,1219.06704,78.508271,,,,
OAK4->ONT5,2018-09-24,12:00 PDT,1310.75893,82.319864,,,,
OAK4->ONT5,2018-09-24,13:00 PDT,1403.78461,91.417016,,,,
OAK4->ONT5,2018-09-24,14:00 PDT,1529.33902,102.259225,,,,
OAK4->ONT5,2018-09-24,15:00 PDT,1631.44861,108.252377,,,,
OAK4->ONT5,2018-09-24,16:00 PDT,1727.95708,119.506332,,,,
OAK4->ONT5,2018-09-24,17:00 PDT,1842.1853,153.224794,,,,
OAK4->ONT5,2018-09-24,18:00 PDT,1976.84223,164.446817,,,,
OAK4->ONT5,2018-09-24,19:00 PDT,2084.96042,193.097451,,,,
OAK4->ONT5,2018-09-24,20:00 PDT,2136.95764,272.473894,,,,
OAK4->ONT5,2018-09-24,21:00 PDT,2130.50591,511.95441,,,,
OAK4->ONT5,2018-09-24,22:00 PDT,2125.15776,1434.33157,,,,
OAK4->ONT5,2018-09-24,23:00 PDT,2098.61804,1794.96571,,,,
OAK4->ONT5,2018-09-25,00:00 PDT,2079.98506,2020.73307,,,,
OAK4->ONT5,2018-09-25,01:00 PDT,2061.26061,2020.56333,,,,
OAK4->ONT5,2018-09-25,02:00 PDT,1703.01845,3.694867,,,,
OAK4->ONT5,2018-09-25,03:00 PDT,1708.55561,5.267397,,,,
OAK4->ONT5,2018-09-25,04:00 PDT,1719.49732,12.966165,,,,
OAK4->ONT5,2018-09-25,05:00 PDT,1723.14336,12.981668,,,,
OAK4->ONT5,2018-09-25,06:00 PDT,1745.0185,12.981668,,,,
OAK4->ONT5,2018-09-25,07:00 PDT,1789.9779,15.679495,,,,
OAK4->ONT5,2018-09-25,08:00 PDT,1865.70419,74.74345,,,,
OAK4->ONT5,2018-09-25,09:00 PDT,1920.52874,211.510921,,,,
OAK4->ONT5,2018-09-25,10:00 PDT,1979.27942,402.080677,,,,
OAK4->ONT5,2018-09-25,11:00 PDT,2057.39796,596.109862,,,,
OAK4->ONT5,2018-09-25,12:00 PDT,2112.90007,658.829682,,,,
OAK4->ONT5,2018-09-25,13:00 PDT,2214.70547,724.186123,,,,
OAK4->ONT5,2018-09-25,14:00 PDT,2310.89551,795.452429,,,,
OAK4->ONT5,2018-09-25,15:00 PDT,2417.13013,865.768028,,,,
OAK4->ONT5,2018-09-25,16:00 PDT,2532.35951,1028.88346,,,,
OAK4->ONT5,2018-09-25,17:00 PDT,2590.30427,1238.26011,,,,
OAK4->ONT5,2018-09-25,18:00 PDT,2685.31668,1356.00154,,,,
OAK4->ONT5,2018-09-25,19:00 PDT,2783.29655,1723.66473,,,,
OAK4->ONT5,2018-09-25,20:00 PDT,2844.55042,2316.09624,,,,
OAK4->ONT5,2018-09-25,21:00 PDT,2829.24865,2602.60059,,,,
OAK4->ONT5,2018-09-25,22:00 PDT,2985.51962,2923.67005,,,,
OAK4->ONT5,2018-09-25,23:00 PDT,3044.383,2997.7841,,,,
OAK4->ONT5,2018-09-26,00:00 PDT,3050.50765,3031.67929,,,,
OAK4->ONT5,2018-09-26,01:00 PDT,3049.90725,3031.67929,,,,
OAK4->ONT5,2018-09-26,02:00 PDT,945.066758,43.179296,,,,
OAK4->ONT5,2018-09-26,03:00 PDT,1009.15354,134.675446,,,,
OAK4->ONT5,2018-09-26,04:00 PDT,1065.27293,204.683537,,,,
OAK4->ONT5,2018-09-26,05:00 PDT,1087.38182,207.381832,,,,
OAK4->ONT5,2018-09-26,06:00 PDT,1110.45777,207.381832,,,,
OAK4->ONT5,2018-09-26,07:00 PDT,1165.9372,243.928544,,,,
OAK4->ONT5,2018-09-26,08:00 PDT,1283.67864,405.741055,,,,
OAK4->ONT5,2018-09-26,09:00 PDT,1411.44334,541.054278,,,,
OAK4->ONT5,2018-09-26,10:00 PDT,1502.26871,705.545108,,,,
OAK4->ONT5,2018-09-26,11:00 PDT,1603.98194,885.775415,,,,
OAK4->ONT5,2018-09-26,12:00 PDT,1693.23427,938.447974,,,,
OAK4->ONT5,2018-09-26,13:00 PDT,1804.22637,1098.35712,,,,
OAK4->ONT5,2018-09-26,14:00 PDT,1935.47976,1304.20156,,,,
OAK4->ONT5,2018-09-26,15:00 PDT,2064.60193,1435.85349,,,,
OAK4->ONT5,2018-09-26,16:00 PDT,2204.39363,1574.83199,,,,
OAK4->ONT5,2018-09-26,17:00 PDT,2295.21316,1784.6646,,,,
OAK4->ONT5,2018-09-26,18:00 PDT,2371.42603,1889.31385,,,,
OAK4->ONT5,2018-09-26,19:00 PDT,2490.42365,2157.22394,,,,
OAK4->ONT5,2018-09-26,20:00 PDT,2553.13016,2314.02485,,,,
OAK4->ONT5,2018-09-26,21:00 PDT,2545.99952,2388.05625,,,,
OAK4->ONT5,2018-09-26,22:00 PDT,2611.08547,2546.50576,,,,
OAK4->ONT5,2018-09-26,23:00 PDT,2641.97259,2610.37651,,,,
OAK4->ONT5,2018-09-27,00:00 PDT,2690.60672,2675.3983,,,,
OAK4->ONT5,2018-09-27,01:00 PDT,2690.60672,2675.3983,,,,
OAK4->ONT5,2018-09-27,02:00 PDT,705.115998,202.552293,,,,
OAK4->ONT5,2018-09-27,03:00 PDT,737.115792,253.72326,,,,
OAK4->ONT5,2018-09-27,04:00 PDT,748.878779,279.622595,,,,
OAK4->ONT5,2018-09-27,05:00 PDT,757.449048,279.768148,,,,
OAK4->ONT5,2018-09-27,06:00 PDT,772.591212,279.768148,,,,
OAK4->ONT5,2018-09-27,07:00 PDT,793.645359,279.768148,,,,
OAK4->ONT5,2018-09-27,08:00 PDT,837.431014,306.937062,,,,
OAK4->ONT5,2018-09-27,09:00 PDT,918.537169,392.500884,,,,
OAK4->ONT5,2018-09-27,10:00 PDT,991.272237,513.466976,,,,
OAK4->ONT5,2018-09-27,11:00 PDT,1028.76658,594.722439,,,,
OAK4->ONT5,2018-09-27,12:00 PDT,1077.66338,621.639885,,,,
OAK4->ONT5,2018-09-27,13:00 PDT,1145.19096,657.78385,,,,
OAK4->ONT5,2018-09-27,14:00 PDT,1202.92764,773.845979,,,,
OAK4->ONT5,2018-09-27,15:00 PDT,1265.54309,853.934723,,,,
OAK4->ONT5,2018-09-27,16:00 PDT,1371.81512,973.621828,,,,
OAK4->ONT5,2018-09-27,17:00 PDT,1469.13166,1132.59448,,,,
OAK4->ONT5,2018-09-27,18:00 PDT,1544.02558,1196.99914,,,,
OAK4->ONT5,2018-09-27,19:00 PDT,1612.38289,1368.39513,,,,
OAK4->ONT5,2018-09-27,20:00 PDT,1665.97634,1494.33628,,,,
OAK4->ONT5,2018-09-27,21:00 PDT,1668.11494,1573.44713,,,,
OAK4->ONT5,2018-09-27,22:00 PDT,1805.41003,1784.65375,,,,
OAK4->ONT5,2018-09-27,23:00 PDT,1920.51418,1908.04943,,,,
OAK4->ONT5,2018-09-28,00:00 PDT,1964.90441,1958.86062,,,,
OAK4->ONT5,2018-09-28,01:00 PDT,1964.90441,1958.86062,,,,
OAK4->ONT5,2018-09-28,02:00 PDT,538.712944,149.174027,,,,
OAK4->ONT5,2018-09-28,03:00 PDT,600.742196,227.316302,,,,
OAK4->ONT5,2018-09-28,04:00 PDT,604.930411,227.992036,,,,
OAK4->ONT5,2018-09-28,05:00 PDT,614.648453,227.992036,,,,
OAK4->ONT5,2018-09-28,06:00 PDT,629.326714,227.992036,,,,
OAK4->ONT5,2018-09-28,07:00 PDT,677.914335,264.493585,,,,
OAK4->ONT5,2018-09-28,08:00 PDT,779.101583,373.46057,,,,
OAK4->ONT5,2018-09-28,09:00 PDT,923.730872,532.765821,,,,
OAK4->ONT5,2018-09-28,10:00 PDT,1091.34439,748.430308,,,,
OAK4->ONT5,2018-09-28,11:00 PDT,1288.52521,948.301803,,,,
OAK4->ONT5,2018-09-28,12:00 PDT,1408.72094,1064.10479,,,,
OAK4->ONT5,2018-09-28,13:00 PDT,1599.43467,1295.14957,,,,
OAK4->ONT5,2018-09-28,14:00 PDT,1703.78516,1387.08492,,,,
OAK4->ONT5,2018-09-28,15:00 PDT,1796.44331,1455.3919,,,,
OAK4->ONT5,2018-09-28,16:00 PDT,1916.03649,1600.50226,,,,
OAK4->ONT5,2018-09-28,17:00 PDT,2036.43936,1773.58137,,,,
OAK4->ONT5,2018-09-28,18:00 PDT,2123.76721,1876.73442,,,,
OAK4->ONT5,2018-09-28,19:00 PDT,2257.42575,2108.21103,,,,
OAK4->ONT5,2018-09-28,20:00 PDT,2352.88542,2269.3125,,,,
OAK4->ONT5,2018-09-28,21:00 PDT,2389.16568,2359.44142,,,,
OAK4->ONT5,2018-09-28,22:00 PDT,2429.60184,2416.76718,,,,
OAK4->ONT5,2018-09-28,23:00 PDT,2437.86096,2426.69832,,,,
OAK4->ONT5,2018-09-29,00:00 PDT,2485.03956,2478.03637,,,,
OAK4->ONT5,2018-09-29,01:00 PDT,2485.03956,2478.03637,,,,
OAK4->ONT5,2018-09-29,02:00 PDT,953.578408,223.510165,,,,
OAK4->ONT5,2018-09-29,03:00 PDT,1052.68365,390.559307,,,,
OAK4->ONT5,2018-09-29,04:00 PDT,1135.68739,503.390292,,,,
OAK4->ONT5,2018-09-29,05:00 PDT,1145.1683,509.043603,,,,
OAK4->ONT5,2018-09-29,06:00 PDT,1153.78474,509.043603,,,,
OAK4->ONT5,2018-09-29,07:00 PDT,1219.06414,569.522214,,,,
OAK4->ONT5,2018-09-29,08:00 PDT,1389.77899,748.318715,,,,
OAK4->ONT5,2018-09-29,09:00 PDT,1585.64908,936.255668,,,,
OAK4->ONT5,2018-09-29,10:00 PDT,1817.76492,1207.26099,,,,
OAK4->ONT5,2018-09-29,11:00 PDT,2015.15187,1384.03664,,,,
OAK4->ONT5,2018-09-29,12:00 PDT,2193.94997,1487.16098,,,,
OAK4->ONT5,2018-09-29,13:00 PDT,2281.13306,1638.91931,,,,
OAK4->ONT5,2018-09-29,14:00 PDT,2427.19739,1878.17723,,,,
OAK4->ONT5,2018-09-29,15:00 PDT,2569.75452,2002.63639,,,,
OAK4->ONT5,2018-09-29,16:00 PDT,2711.56272,2140.34954,,,,
OAK4->ONT5,2018-09-29,17:00 PDT,2834.68375,2279.44,,,,
OAK4->ONT5,2018-09-29,18:00 PDT,2950.75653,2386.36064,,,,
OAK4->ONT5,2018-09-29,19:00 PDT,3064.70698,2738.68963,,,,
OAK4->ONT5,2018-09-29,20:00 PDT,3128.17764,2945.44133,,,,
OAK4->ONT5,2018-09-29,21:00 PDT,3142.27704,3063.56295,,,,
OAK4->ONT5,2018-09-29,22:00 PDT,3203.75064,3169.01072,,,,
OAK4->ONT5,2018-09-29,23:00 PDT,3229.70976,3214.41061,,,,
OAK4->ONT5,2018-09-30,00:00 PDT,3274.0297,3264.25858,,,,
OAK4->ONT5,2018-09-30,01:00 PDT,3274.0297,3264.25858,,,,
OAK4->ONT5,2018-09-30,02:00 PDT,826.226556,116.263927,,,,
OAK4->ONT5,2018-09-30,03:00 PDT,854.985281,145.037304,,,,
OAK4->ONT5,2018-09-30,04:00 PDT,872.39542,160.338721,,,,
OAK4->ONT5,2018-09-30,05:00 PDT,899.342047,161.343964,,,,
OAK4->ONT5,2018-09-30,06:00 PDT,941.255329,161.343964,,,,
OAK4->ONT5,2018-09-30,07:00 PDT,1029.18027,190.491408,,,,
OAK4->ONT5,2018-09-30,08:00 PDT,1155.48508,355.856776,,,,
OAK4->ONT5,2018-09-30,09:00 PDT,1349.10505,579.15875,,,,
OAK4->ONT5,2018-09-30,10:00 PDT,1516.31493,803.600666,,,,
OAK4->ONT5,2018-09-30,11:00 PDT,1678.65025,1046.64147,,,,
OAK4->ONT5,2018-09-30,12:00 PDT,1785.6256,1141.915,,,,
OAK4->ONT5,2018-09-30,13:00 PDT,1876.66617,1274.19386,,,,
OAK4->ONT5,2018-09-30,14:00 PDT,2001.69431,1425.84446,,,,
OAK4->ONT5,2018-09-30,15:00 PDT,2117.44742,1557.35769,,,,
OAK4->ONT5,2018-09-30,16:00 PDT,2311.78037,1708.7002,,,,
OAK4->ONT5,2018-09-30,17:00 PDT,2406.5323,1848.29461,,,,
OAK4->ONT5,2018-09-30,18:00 PDT,2525.48978,1974.28914,,,,
OAK4->ONT5,2018-09-30,19:00 PDT,2602.7315,2248.5639,,,,
OAK4->ONT5,2018-09-30,20:00 PDT,2679.75426,2417.9664,,,,
OAK4->ONT5,2018-09-30,21:00 PDT,2664.9261,2558.10767,,,,
OAK4->ONT5,2018-09-30,22:00 PDT,2828.42062,2795.85957,,,,
OAK4->ONT5,2018-09-30,23:00 PDT,2894.34032,2873.4166,,,,
